ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
261250,Santa Cruz do Capibaribe,70,0,3,0,5,0,0,25090,59452,6125,90667
261255,Santa Filomena,17,0,1,0,1,0,0,3970,7462,1636,13068
261260,Santa Maria da Boa Vista,43,0,0,0,0,0,0,13150,22816,3147,39113
261280,Santa Terezinha,13,0,1,0,1,0,0,3065,6393,1345,10803
261290,São Benedito do Sul,28,0,1,0,1,0,0,3709,8672,1492,13873
261300,São Bento do Una,46,0,3,0,9,0,2,15782,30842,5971,52595
261310,São Caitano,53,0,1,0,4,0,1,10135,20824,4164,35123
261320,São João,43,0,1,0,3,0,0,6518,12242,2539,21299
261330,São Joaquim do Monte,34,0,1,0,1,0,0,6156,11841,2672,20669
261340,São José da Coroa Grande,22,0,0,0,0,0,1,6106,10902,1674,18682
261350,São José do Belmonte,37,0,1,0,3,0,0,9756,18940,4001,32697
261360,São José do Egito,65,0,2,0,7,0,2,8309,18952,4627,31888
261370,São Lourenço da Mata,97,10,6,7,20,5,12,28449,67121,9630,105200
261380,São Vicente Ferrer,29,0,1,0,3,0,2,5220,9944,1886,17050
261390,Serra Talhada,306,10,16,1,174,10,24,23715,48856,8987,81558
261400,Serrita,32,0,1,0,3,0,1,5568,10447,2110,18125
261410,Sertânia,64,0,3,0,6,0,1,8810,20013,4427,33250
261420,Sirinhaém,26,0,1,0,6,0,0,12317,25134,3000,40451
261430,Moreilândia,22,0,1,0,1,0,0,3111,6311,1331,10753
261440,Solidão,7,0,1,0,1,0,0,1725,3332,658,5715
261450,Surubim,175,0,8,0,62,0,1,16117,35762,7713,59592
261460,Tabira,35,0,1,0,3,0,2,7755,15620,3463,26838
261480,Tacaratu,17,0,1,0,1,0,0,6713,12902,2469,22084
261485,Tamandaré,16,0,1,0,3,0,0,6695,12728,1670,21093
261500,Taquaritinga do Norte,56,0,1,0,2,0,2,6880,15651,2741,25272
261510,Terezinha,8,0,1,0,2,0,0,2042,3831,859,6732
261520,Terra Nova,11,0,1,0,2,0,0,2655,5615,1012,9282
261530,Timbaúba,106,0,0,0,36,0,1,14315,32219,6212,52746
261540,Toritama,28,0,2,0,3,0,0,10803,23843,2338,36984
261550,Tracunhaém,11,0,0,0,0,0,0,3546,8174,1243,12963
261560,Trindade,35,0,2,0,3,0,1,9572,15056,2404,27032
261570,Triunfo,13,0,1,0,2,0,0,3709,8816,2294,14819
261580,Tupanatinga,19,0,1,0,1,0,0,7791,13291,2579,23661
261590,Tuparetama,39,0,1,0,2,0,0,2036,4610,1323,7969
261600,Venturosa,24,0,1,0,2,0,0,4809,9815,1884,16508
261610,Verdejante,15,0,1,0,1,0,0,2723,5156,1156,9035
261620,Vertentes,50,0,1,0,11,0,1,5538,10995,2463,18996
261630,Vicência,77,0,0,0,0,0,0,8490,19468,2562,30520
261640,Vitória de Santo Antão,241,10,22,1,95,7,13,35039,81747,13826,130612
261650,Xexéu,14,0,0,0,1,0,0,4839,8004,1307,14150
270010,Água Branca,25,0,1,0,4,0,0,6397,10677,2192,19266
270020,Anadia,25,0,0,0,0,0,0,4939,10087,1805,16831
270030,Arapiraca,704,83,24,13,329,46,51,66926,133746,19978,220650
270040,Atalaia,44,0,0,0,1,0,0,14471,25477,3512,43460
270070,Batalha,35,0,1,0,8,0,1,5398,10203,1609,17210
270100,Boca da Mata,14,0,1,0,2,0,0,7864,15329,2203,25396
270120,Cacimbinhas,3,0,0,0,0,0,0,3155,5758,1203,10116
270130,Cajueiro,26,0,0,0,0,0,0,6697,11727,1649,20073
270140,Campo Alegre,40,0,2,0,5,0,0,14338,30907,3417,48662
270170,Capela,53,0,1,0,4,0,1,5179,9349,1542,16070
270210,Colônia Leopoldina,33,0,1,0,1,0,0,6262,11358,1761,19381
270230,Coruripe,274,28,8,4,73,18,23,16448,31907,3832,52187
270235,Craíbas,8,0,0,0,1,0,0,7637,13111,2119,22867
270240,Delmiro Gouveia,44,0,2,0,9,0,1,14904,28795,4909,48608
270280,Flexeiras,15,0,1,0,2,0,0,4141,6903,1053,12097
270290,Girau do Ponciano,48,0,0,0,0,0,0,11908,21646,3290,36844
270310,Igaci,14,0,0,0,0,0,0,7221,14402,2939,24562
270375,Jequiá da Praia,2,0,0,0,0,0,0,3545,6922,867,11334
270380,Joaquim Gomes,50,0,2,0,3,0,0,7679,12483,1703,21865
270400,Junqueiro,35,0,2,0,6,0,0,7250,14190,2312,23752
270410,Lagoa da Canoa,3,0,0,0,0,0,0,5823,10344,1855,18022
270420,Limoeiro de Anadia,14,0,0,0,0,0,0,7763,15938,2614,26315
270430,Maceió,2064,149,74,5,1325,92,294,256979,617037,80837,954853
270440,Major Isidoro,32,0,0,0,0,0,0,5610,10862,2091,18563
270450,Maragogi,2,0,0,0,1,0,0,10049,17239,2019,29307
270470,Marechal Deodoro,14,0,0,0,0,0,0,15207,28866,3546,47619
270500,Mata Grande,36,0,1,0,3,0,0,7888,12840,2568,23296
270510,Matriz de Camaragibe,24,0,1,0,2,0,0,8158,13561,1918,23637
270550,Murici,53,0,1,0,6,0,0,9284,15386,2188,26858
270570,Olho d'Água das Flores,46,0,0,0,0,0,0,6687,11624,2005,20316
270630,Palmeira dos Índios,110,16,8,3,60,12,21,20976,42014,8569,71559
270640,Pão de Açúcar,52,0,1,0,4,0,1,7846,13308,2374,23528
270660,Paulo Jacinto,16,0,1,0,1,0,0,2088,4279,863,7230
270670,Penedo,95,0,6,0,36,0,2,18564,36442,5636,60642
270690,Pilar,43,0,3,0,12,0,0,10651,19893,2869,33413
270710,Piranhas,39,0,2,0,6,0,0,8426,13038,1687,23151
270730,Porto Calvo,41,0,1,0,3,0,0,8623,14809,2064,25496
270760,Quebrangulo,28,0,1,0,1,0,1,3493,6631,1201,11325
270770,Rio Largo,41,0,4,0,14,0,4,21603,42100,5551,69254
270800,Santana do Ipanema,84,20,7,3,54,4,14,15143,25746,4213,45102
270820,São Brás,3,0,0,0,0,0,0,2048,3810,759,6617
270830,São José da Laje,50,0,1,0,3,0,0,7711,12821,2092,22624
270840,São José da Tapera,20,0,1,0,4,0,0,11492,15699,2763,29954
270850,São Luís do Quitunde,27,0,1,0,2,0,0,11396,18442,2156,31994
270860,São Miguel dos Campos,111,15,5,1,53,11,9,16934,34352,4113,55399
270880,São Sebastião,6,0,0,0,0,0,0,10488,18505,2854,31847
270910,Taquarana,1,0,0,0,0,0,0,5728,10706,2196,18630
270915,Teotônio Vilela,50,0,3,0,7,0,0,13774,23585,2997,40356
270920,Traipu,9,0,0,0,0,0,0,8315,14145,2627,25087
270930,União dos Palmares,60,0,3,0,20,0,2,20484,36120,5863,62467
270940,Viçosa,40,0,2,0,5,0,0,7850,14823,2429,25102
280020,Aquidabã,32,0,2,0,7,0,0,5631,11851,2413,19895
280030,Aracaju,1314,220,53,10,823,167,331,148790,392892,53391,595073
280040,Arauá,1,0,0,0,0,0,1,2841,5645,873,9359
280067,Boquim,18,0,0,0,0,0,0,6958,15415,2685,25058
280120,Canindé de São Francisco,27,0,0,0,0,0,1,9877,14619,1613,26109
280130,Capela,65,0,3,0,16,0,1,9948,18292,3028,31268
280140,Carira,1,0,0,0,0,0,0,5775,11912,2338,20025
280150,Carmópolis,0,0,0,0,0,0,0,4738,8615,823,14176
280210,Estância,147,0,11,0,49,0,15,19283,40062,5960,65305
280290,Itabaiana,138,0,12,0,63,0,4,25286,55283,8030,88599
280300,Itabaianinha,25,0,0,0,0,0,0,12272,22883,3442,38597
280340,Japoatã,21,0,0,0,6,0,0,3877,7515,1233,12625
280350,Lagarto,124,10,16,1,78,4,34,27666,58656,10034,96356
280360,Laranjeiras,1,0,0,0,0,0,0,8191,17063,1787,27041
280420,Monte Alegre de Sergipe,1,0,0,0,0,0,0,4554,8078,1112,13744
280440,Neópolis,25,0,0,0,0,0,1,5391,10937,1892,18220
280450,Nossa Senhora da Glória,49,0,5,0,18,0,3,10148,20353,3024,33525
280480,Nossa Senhora do Socorro,56,0,5,0,23,0,4,52418,105684,8430,166532
280540,Poço Redondo,18,0,0,0,0,0,0,10577,17676,2419,30672
280550,Poço Verde,12,0,0,0,0,0,1,6082,12994,2823,21899
280560,Porto da Folha,18,0,0,0,0,0,3,8208,15866,2569,26643
280570,Propriá,49,0,7,0,29,0,10,8212,17544,2838,28594
280580,Riachão do Dantas,1,0,0,0,0,0,0,5688,11228,2066,18982
280590,Riachuelo,56,0,3,0,12,0,0,2946,5729,689,9364
280610,Rosário do Catete,14,0,0,0,0,0,0,2953,5869,655,9477
280670,São Cristóvão,30,0,3,0,9,0,0,23710,51346,5737,80793
280710,Simão Dias,2,0,0,0,0,0,0,11375,23100,4687,39162
280740,Tobias Barreto,0,0,0,0,0,0,1,13551,29269,5375,48195
280760,Umbaúba,1,0,0,0,0,0,0,7434,13840,1834,23108
290010,Abaíra,9,0,0,0,0,0,0,1451,5227,1653,8331
290020,Abaré,24,0,1,0,4,0,0,5514,10048,1719,17281
290030,Acajutiba,8,0,0,0,0,0,0,4144,8247,1790,14181
290035,Adustina,19,0,0,0,0,0,0,4101,9446,1796,15343
290040,Água Fria,20,0,1,0,2,0,0,4205,9061,2212,15478
290050,Érico Cardoso,15,0,1,0,2,0,0,2470,6483,1566,10519
290060,Aiquara,13,0,0,0,0,0,1,1108,2685,609,4402
290070,Alagoinhas,167,10,5,1,111,8,32,38580,92543,14871,145994
290080,Alcobaça,51,0,2,0,7,0,2,6188,12475,2053,20716
290100,Amargosa,52,0,2,0,10,0,1,9132,20689,4644,34465
290110,Amélia Rodrigues,16,0,1,0,4,0,1,5949,15501,2545,23995
290115,América Dourada,26,0,2,0,5,0,0,4802,9029,1609,15440
290120,Anagé,33,0,1,0,2,0,1,5009,11463,3060,19532
290130,Andaraí,32,0,1,0,3,0,0,4204,7749,1468,13421
290135,Andorinha,5,0,0,0,0,0,0,3747,8593,1739,14079
290140,Angical,6,0,0,0,0,0,0,3860,8236,1745,13841
290150,Anguera,6,0,1,0,2,0,0,2159,6322,1523,10004
290160,Antas,142,0,3,0,42,0,2,3563,10892,2499,16954
290190,Aporá,1,0,0,0,0,0,0,4814,10058,2283,17155
290200,Aracatu,33,0,1,0,3,0,0,3257,8086,1985,13328
290205,Araçás,23,0,1,0,1,0,0,3410,7028,913,11351
290210,Araci,48,0,2,0,7,0,0,16428,28693,5590,50711
290240,Aurelino Leal,40,0,1,0,5,0,1,3894,7633,1375,12902
290250,Baianópolis,28,0,2,0,6,0,0,3569,7844,1551,12964
290260,Baixa Grande,36,0,1,0,5,0,0,5228,11267,2589,19084
290270,Barra,82,0,4,0,42,0,8,17942,27159,4465,49566
290280,Barra Da Estiva,67,0,3,0,20,0,2,6595,12610,1929,21134
290290,Barra Do Choça,32,0,1,0,8,0,0,10344,20964,3618,34926
290300,Barra Do Mendes,26,0,2,0,3,0,0,3755,7769,2086,13610
290320,Barreiras,227,24,12,2,167,18,74,42683,91367,8959,143009
290323,Barro Alto,22,0,4,0,3,0,0,3705,8063,1698,13466
290327,Barrocas,29,0,1,0,3,0,0,3940,8888,1428,14256
290330,Barro Preto,33,0,1,0,1,0,2,1684,3691,766,6141
290340,Belmonte,40,0,2,0,8,0,1,6514,12646,2296,21456
290350,Belo Campo,44,0,1,0,8,0,2,4669,10213,2434,17316
290360,Biritinga,14,0,1,0,2,0,0,4263,8601,1861,14725
290380,Boa Vista Do Tupim,14,0,1,0,2,0,0,5271,9961,2124,17356
290390,Bom Jesus Da Lapa,90,0,6,0,42,0,3,19942,38708,5768,64418
290395,Bom Jesus Da Serra,14,0,2,0,6,0,1,2646,5856,1342,9844
290400,Boninal,24,0,1,0,2,0,1,3749,7876,1976,13601
290405,Bonito,16,0,2,0,2,0,0,5206,8664,1048,14918
290410,Boquira,26,0,1,0,7,0,0,5918,12528,3188,21634
290420,Botuporã,16,0,0,0,0,0,0,2934,6433,1441,10808
290430,Brejões,19,0,2,0,3,0,0,3621,8513,1655,13789
290440,Brejolândia,35,0,1,0,2,0,0,2303,6761,1501,10565
290450,Brotas De Macaúbas,15,0,1,0,1,0,0,2798,5674,1796,10268
290460,Brumado,100,10,5,1,51,4,10,16335,41002,7817,65154
290475,Buritirama,19,0,1,0,4,0,1,6447,11299,1753,19499
290480,Caatiba,14,0,1,0,1,0,0,2387,6421,1184,9992
290485,Cabaceiras Do Paraguaçu,4,0,0,0,0,0,0,5278,9918,1769,16965
290490,Cachoeira,83,0,1,0,11,0,1,8403,20159,3380,31942
290500,Caculé,49,0,2,0,11,0,0,5586,13809,3178,22573
290510,Caém,36,0,2,0,9,0,0,2944,5479,1308,9731
290520,Caetité,115,0,3,0,29,0,3,12622,29579,5766,47967
290530,Cafarnaum,33,0,2,0,6,0,0,5477,10011,1769,17257
290550,Caldeirão Grande,39,0,1,0,7,0,0,3641,7111,1568,12320
290560,Camacan,50,0,3,0,19,0,0,8750,18022,3400,30172
290570,Camaçari,155,8,6,1,82,3,18,71497,170116,14923,256536
290580,Camamu,17,0,0,0,0,0,0,11626,19668,2962,34256
290590,Campo Alegre De Lourdes,36,0,3,0,16,0,0,9110,15914,3132,28156
290600,Campo Formoso,73,0,5,0,29,0,2,21074,39267,6833,67174
290610,Canápolis,24,0,2,0,4,0,1,2765,5296,1135,9196
290620,Canarana,36,0,3,0,8,0,0,7180,14197,2521,23898
290630,Canavieiras,65,0,3,0,11,0,2,9151,18751,3789,31691
290640,Candeal,7,0,1,0,1,0,0,2214,5038,1307,8559
290650,Candeias,46,15,3,1,25,16,22,21149,55316,6471,82936
290660,Candiba,37,0,1,0,5,0,0,2983,8298,1837,13118
290670,Cândido Sales,55,0,3,0,7,0,0,6932,15196,3041,25169
290680,Cansanção,46,0,2,0,10,0,1,9855,18446,4000,32301
290682,Canudos,41,0,1,0,6,0,1,4599,9036,1823,15458
290685,Capela Do Alto Alegre,11,0,1,0,1,0,0,2486,6734,1876,11096
290687,Capim Grosso,57,0,2,0,16,0,3,7931,16158,3108,27197
290690,Caravelas,56,0,2,0,6,0,1,5872,12705,2171,20748
290710,Carinhanha,30,0,1,0,3,0,1,9114,16200,2642,27956
290720,Casa Nova,41,0,3,0,7,0,0,19647,38606,6884,65137
290730,Castro Alves,60,0,2,0,14,0,2,6633,15388,3112,25133
290750,Catu,43,0,4,0,27,0,11,11980,34055,4835,50870
290755,Caturama,8,0,1,0,1,0,0,1958,5408,1257,8623
290760,Central,42,0,2,0,4,0,2,4762,9812,2075,16649
290780,Cícero Dantas,46,0,2,0,8,0,0,7568,19301,4784,31653
290790,Cipó,30,0,1,0,3,0,0,4862,9249,1769,15880
290800,Coaraci,43,0,1,0,2,0,0,5088,11548,3005,19641
290830,Conceição Do Almeida,32,0,1,0,2,0,1,3823,11135,2298,17256
290840,Conceição Do Coité,119,0,6,0,65,0,8,18220,37960,7187,63367
290850,Conceição Do Jacuípe,35,0,1,0,5,0,2,7439,19567,3074,30080
290860,Conde,15,0,1,0,1,0,0,7785,13275,2256,23316
290870,Condeúba,16,0,1,0,5,0,1,4480,9864,2691,17035
290890,Coração De Maria,21,0,1,0,13,0,2,5862,13215,2664,21741
290900,Cordeiros,5,0,1,0,3,0,0,1980,4908,1207,8095
290910,Coribe,36,0,1,0,4,0,0,3756,8367,1891,14014
290930,Correntina,35,0,4,0,9,0,0,8821,18612,3562,30995
290940,Cotegipe,29,0,0,0,0,0,0,3793,7972,1454,13219
290950,Cravolândia,24,0,2,0,5,0,0,1322,2959,618,4899
290960,Crisópolis,23,0,1,0,3,0,0,5823,11394,2533,19750
290970,Cristópolis,69,0,7,0,10,0,1,3596,7941,1588,13125
290980,Cruz Das Almas,72,0,3,0,28,0,1,14636,38718,6068,59422
290990,Curaçá,26,0,2,0,4,0,1,9786,18661,3629,32076
291005,Dias D'ávila,80,0,1,0,10,0,4,19598,44822,4337,68757
291010,Dom Basílio,14,0,1,0,3,0,2,2623,7151,1456,11230
291030,Elísio Medrado,12,0,1,0,2,0,1,1736,4730,1284,7750
291040,Encruzilhada,49,0,6,0,10,0,0,6226,12971,2371,21568
291050,Entre Rios,65,0,1,0,8,0,0,11744,24136,3292,39172
291060,Esplanada,40,0,3,0,14,0,0,10472,19228,3045,32745
291070,Euclides Da Cunha,47,0,4,0,35,0,0,15730,33030,7297,56057
291072,Eunápolis,120,10,6,1,60,9,26,30823,63874,8541,103238
291077,Feira Da Mata,6,0,0,0,0,0,0,1371,3704,749,5824
291080,Feira De Santana,871,81,20,2,527,49,191,158272,371506,49361,579139
291085,Filadélfia,31,0,1,0,5,0,0,4772,9737,2064,16573
291110,Formosa Do Rio Preto,29,0,7,0,9,0,0,7485,13668,1819,22972
291120,Gandu,58,0,2,0,9,0,1,8484,19045,2784,30313
291130,Gentio Do Ouro,16,0,1,0,3,0,0,2833,6063,1513,10409
291150,Gongogi,5,0,1,0,2,0,0,1994,4824,906,7724
291170,Guanambi,167,20,7,1,103,16,29,20648,51313,8739,80700
291180,Guaratinga,32,0,1,0,3,0,1,5758,12491,2759,21008
291190,Iaçu,34,0,1,0,4,0,0,7809,14236,3184,25229
291200,Ibiassucê,29,0,1,0,8,0,1,2075,5984,1423,9482
291210,Ibicaraí,32,0,1,0,2,0,0,6076,13566,3466,23108
291230,Ibicuí,21,0,1,0,3,0,1,3603,9270,2106,14979
291240,Ibipeba,11,0,0,0,0,0,0,4289,10376,2058,16723
291250,Ibipitanga,14,0,1,0,2,0,1,3568,8385,2015,13968
291260,Ibiquera,2,0,0,0,0,0,0,1313,2733,626,4672
291270,Ibirapitanga,30,0,4,0,8,0,0,7336,12426,2245,22007
291280,Ibirapuã,23,0,1,0,4,0,0,2143,4747,1088,7978
291290,Ibirataia,91,0,6,0,19,0,0,5076,10644,2330,18050
291300,Ibitiara,35,0,1,0,8,0,1,3848,9156,2375,15379
291310,Ibititá,31,0,3,0,4,0,0,4627,10455,2234,17316
291320,Ibotirama,50,0,2,0,22,0,0,7599,15227,2772,25598
291330,Ichu,22,0,0,0,0,0,1,1326,3558,798,5682
291340,Igaporã,29,0,1,0,5,0,1,3617,9399,1951,14967
291345,Igrapiúna,8,0,1,0,5,0,0,4249,7418,976,12643
291350,Iguaí,74,0,3,0,22,0,1,6950,14974,3537,25461
291360,Ilhéus,424,28,19,1,191,7,53,48065,117365,19328,184758
291370,Inhambupe,38,0,1,0,5,0,1,10367,21464,3981,35812
291380,Ipecaetá,12,0,1,0,2,0,0,3796,8842,1990,14628
291390,Ipiaú,85,0,9,0,40,0,1,11871,27377,5170,44418
291400,Ipirá,42,0,0,0,0,0,0,16259,33942,7893,58094
291410,Ipupiara,24,0,1,0,2,0,0,2192,5534,1501,9227
291420,Irajuba,29,0,2,0,4,0,0,1878,4014,905,6797
291430,Iramaia,16,0,4,0,6,0,1,2870,6464,1316,10650
291440,Iraquara,47,0,8,0,12,0,2,7225,13205,2541,22971
291450,Irará,25,0,2,0,6,0,2,7319,16391,3463,27173
291460,Irecê,133,20,6,1,76,17,38,20452,42576,5661,68689
291465,Itabela,38,0,2,0,8,0,0,9305,16733,2446,28484
291470,Itaberaba,112,0,4,0,24,0,6,17203,37292,7004,61499
291480,Itabuna,398,59,10,1,215,36,40,51537,132860,22622,207019
291490,Itacaré,61,0,1,0,2,0,0,7305,14903,1829,24037
291500,Itaeté,15,0,1,0,2,0,0,4574,8316,1804,14694
291510,Itagi,8,0,1,0,5,0,0,3770,7224,1743,12737
291530,Itagimirim,20,0,0,0,0,0,1,1871,4058,892,6821
291535,Itaguaçu Da Bahia,24,0,1,0,3,0,0,4024,7676,1326,13026
291540,Itaju Do Colônia,12,0,1,0,3,0,0,1923,4036,783,6742
291550,Itajuípe,60,0,3,0,10,0,1,5531,12507,2645,20683
291560,Itamaraju,83,0,4,0,25,0,3,18618,37732,6663,63013
291580,Itambé,50,0,2,0,13,0,1,6138,13277,2674,22089
291600,Itanhém,52,0,2,0,7,0,0,4751,11718,3014,19483
291610,Itaparica,52,0,2,0,19,0,2,5443,13023,2075,20541
291630,Itapebi,12,0,1,0,1,0,1,3065,5883,1051,9999
291640,Itapetinga,67,9,4,1,31,8,15,18481,43684,7377,69542
291650,Itapicuru,54,0,1,0,1,0,0,9517,18359,3534,31410
291660,Itapitanga,16,0,1,0,2,0,0,2383,6158,1136,9677
291670,Itaquara,19,0,2,0,3,0,0,2015,4661,976,7652
291680,Itarantim,30,0,3,0,5,0,0,4626,11242,2340,18208
291685,Itatim,30,0,1,0,3,0,0,3793,8311,1405,13509
291690,Itiruçu,85,0,3,0,9,0,0,3052,7487,1684,12223
291700,Itiúba,42,0,1,0,12,0,1,10625,20206,4455,35286
291710,Itororó,45,0,2,0,8,0,0,4639,11705,2780,19124
291720,Ituaçu,24,0,1,0,4,0,0,4780,11009,2298,18087
291730,Ituberá,33,0,2,0,6,0,0,7594,16039,2434,26067
291733,Iuiú,14,0,2,0,5,0,0,2958,6585,982,10525
291735,Jaborandi,30,0,1,0,6,0,2,2447,5362,1079,8888
291740,Jacaraci,29,0,2,0,5,0,1,3042,8859,2321,14222
291750,Jacobina,231,0,4,0,47,0,7,22292,48460,9168,79920
291760,Jaguaquara,107,0,3,0,17,0,1,14839,30015,5808,50662
291770,Jaguarari,28,0,2,0,6,0,0,8160,18499,3815,30474
291800,Jequié,380,46,14,2,172,27,31,41335,95434,17385,154154
291810,Jeremoabo,34,0,2,0,7,0,0,10556,21812,4554,36922
291820,Jiquiriçá,23,0,2,0,4,0,1,3433,8603,1506,13542
291830,Jitaúna,14,0,1,0,2,0,0,3447,7756,1760,12963
291835,João Dourado,32,0,1,0,6,0,0,7138,13452,2201,22791
291840,Juazeiro,469,31,15,3,270,24,47,65288,125207,15997,206492
291845,Jucuruçu,24,0,0,0,0,0,0,2584,5787,1172,9543
291850,Jussara,31,0,2,0,6,0,0,4319,8511,1782,14612
291855,Jussari,37,0,1,0,1,0,0,1770,3628,814,6212
291860,Jussiape,12,0,1,0,3,0,0,1431,4544,1411,7386
291875,Lagoa Real,17,0,0,0,0,0,0,3529,8574,1667,13770
291880,Laje,41,0,1,0,4,0,0,6030,13810,2252,22092
291905,Lajedo Do Tabocal,27,0,3,0,9,0,0,2063,4891,1039,7993
291915,Lapão,44,0,4,0,9,0,0,7555,15345,2552,25452
291920,Lauro De Freitas,102,10,4,2,64,7,29,48331,114916,12239,175486
291930,Lençóis,14,0,1,0,2,0,0,2965,6319,876,10160
291940,Licínio De Almeida,20,0,1,0,4,0,0,2776,7370,1785,11931
291950,Livramento De Nossa Senhora,51,0,4,0,22,0,3,10860,26986,5350,43196
291955,Luís Eduardo Magalhães,44,0,0,0,13,0,1,24001,43860,1723,69584
291960,Macajuba,20,0,1,0,3,0,0,3229,6068,1478,10775
291970,Macarani,27,0,3,0,8,0,0,4482,10327,2063,16872
291980,Macaúbas,48,0,2,0,16,0,0,12177,28566,5924,46667
291990,Macururé,18,0,0,0,0,0,1,2176,4500,1054,7730
291992,Madre De Deus,28,0,0,0,0,0,2,5040,12124,1376,18540
292000,Maiquinique,14,0,2,0,3,0,0,2342,5502,1082,8926
292010,Mairi,27,0,2,0,11,0,2,4812,10927,2792,18531
292020,Malhada,21,0,2,0,9,0,0,5092,9174,1387,15653
292050,Maracás,48,0,3,0,14,0,3,6898,14890,3225,25013
292080,Marcionílio Souza,19,0,1,0,1,0,0,3018,5863,1215,10096
292100,Mata De São João,36,0,2,0,15,0,3,12033,26507,3324,41864
292105,Matina,21,0,1,0,3,0,0,3054,6699,1222,10975
292110,Medeiros Neto,32,0,2,0,8,0,1,5733,12761,3020,21514
292120,Miguel Calmon,79,0,2,0,43,0,1,7215,15465,3318,25998
292130,Milagres,21,0,1,0,2,0,1,2919,6451,1403,10773
292140,Mirangaba,19,0,0,0,0,0,0,4561,9549,1904,16014
292150,Monte Santo,60,0,0,0,0,0,0,14871,28873,7122,50866
292160,Morpará,2,0,0,0,0,0,0,2234,4667,1168,8069
292170,Morro Do Chapéu,47,0,3,0,22,0,1,10647,20005,3839,34491
292180,Mortugaba,24,0,1,0,5,0,1,2544,6964,1897,11405
292190,Mucugê,32,0,1,0,4,0,0,2849,6091,1124,10064
292200,Mucuri,69,0,2,0,10,0,7,11824,22679,2727,37230
292205,Mulungu Do Morro,34,0,2,0,4,0,0,3910,6663,1096,11669
292210,Mundo Novo,32,0,1,0,5,0,1,6415,14344,2838,23597
292230,Muritiba,40,0,0,0,3,0,1,7080,18073,3247,28400
292240,Mutuípe,45,0,2,0,8,0,1,5467,13389,2492,21348
292250,Nazaré,50,0,3,0,23,0,1,6753,17214,2947,26914
292265,Nordestina,30,0,1,0,3,0,1,3660,6964,1589,12213
292270,Nova Canaã,30,0,3,0,11,0,0,3924,9140,2319,15383
292273,Nova Fátima,15,0,1,0,2,0,0,1798,4659,1058,7515
292290,Nova Soure,39,0,1,0,4,0,0,7137,13333,3194,23664
292300,Nova Viçosa,61,0,0,0,0,0,3,12077,23316,3502,38895
292310,Olindina,23,0,3,0,10,0,0,7011,14446,2896,24353
292320,Oliveira Dos Brejinhos,13,0,1,0,5,0,0,6062,12052,3288,21402
292330,Ouriçangas,15,0,1,0,2,0,0,1973,5126,1044,8143
292335,Ourolândia,17,0,1,0,4,0,0,5166,9611,1554,16331
292340,Palmas De Monte Alto,54,0,2,0,10,0,0,5440,12966,2330,20736
292360,Paramirim,86,0,3,0,20,0,4,4580,13343,2963,20886
292370,Paratinga,36,0,2,0,4,0,1,8975,17075,3363,29413
292380,Paripiranga,18,0,0,0,0,0,0,7046,16367,3726,27139
292390,Pau Brasil,7,0,1,0,2,0,0,3233,5774,1158,10165
292400,Paulo Afonso,146,0,7,0,34,0,6,31036,68101,11554,110691
292405,Pé De Serra,8,0,1,0,1,0,0,3489,7949,1865,13303
292420,Pedro Alexandre,0,0,0,0,0,0,0,4971,9915,1339,16225
292430,Piatã,26,0,2,0,7,0,0,4915,9731,2541,17187
292440,Pilão Arcado,30,0,1,0,3,0,0,11027,18342,3485,32854
292450,Pindaí,24,0,1,0,4,0,1,3644,9694,2038,15376
292460,Pindobaçu,58,0,2,0,7,0,1,5550,11737,2206,19493
292465,Pintadas,16,0,1,0,2,0,0,2466,5973,1416,9855
292470,Piripá,17,0,1,0,3,0,0,2439,7601,1808,11848
292480,Piritiba,37,0,2,0,4,0,0,5773,13066,3006,21845
292490,Planaltino,27,0,2,0,3,0,0,2012,5420,1122,8554
292500,Planalto,59,0,2,0,7,0,1,6601,14340,3116,24057
292510,Poções,68,0,3,0,28,0,1,12661,26161,6075,44897
292520,Pojuca,119,0,1,0,10,0,6,8811,22428,2596,33835
292525,Ponto Novo,30,0,1,0,5,0,0,4779,8799,1861,15439
292530,Porto Seguro,136,5,8,1,97,5,45,43803,81509,7222,132534
292540,Potiraguá,21,0,1,0,2,0,0,2565,5519,1054,9138
292550,Prado,42,0,2,0,9,0,0,8662,15950,2524,27136
292560,Presidente Dutra,17,0,1,0,4,0,0,3434,8366,1637,13437
292575,Presidente Tancredo Neves,17,0,1,0,6,0,0,7268,14616,2091,23975
292580,Queimadas,50,0,1,0,6,0,0,6753,13906,3309,23968
292590,Quijingue,17,0,2,0,5,0,0,7518,15368,3539,26425
292595,Rafael Jambeiro,22,0,1,0,3,0,0,6434,12772,3118,22324
292600,Remanso,41,0,1,0,12,0,1,11815,23019,4541,39375
292610,Retirolândia,24,0,1,0,4,0,1,3355,7425,1564,12344
292620,Riachão Das Neves,29,0,3,0,7,0,0,6151,12855,2459,21465
292630,Riachão Do Jacuípe,115,0,1,0,26,0,1,8157,20200,4534,32891
292640,Riacho De Santana,59,0,2,0,12,0,1,7938,18664,3826,30428
292650,Ribeira Do Amparo,5,0,1,0,2,0,0,4354,7975,1735,14064
